People,PPV,Haversine 
2624,58,1.195198182
2625,0,7.068926413
2626,70,2.540458866
2627,58,2.127456485
2628,97,2.127170316
2629,44,5.348604986
2630,92,2.284270024
2631,0,2.591177948
2632,40,3.272559782
2633,58,4.247078529
2634,0,2.334745832
2635,44,4.226957546
2636,58,6.372104808
2637,19,2.458643524
2638,0,1.254840274
2639,44,1.090074502
2640,31,1.802644195
2641,92,3.176703738
2642,2,2.53774377
2643,44,2.723524384
2644,44,4.786177447
2645,40,3.222820571
2646,44,3.954958955
2647,31,5.890009744
2648,2,0.808356836
2649,70,7.926704335
2650,40,4.261373907
2651,19,2.919371336
2652,70,3.554709274
2653,31,2.532671784
2654,0,8.368835342
2655,0,3.382248613
2656,40,5.021508613
2657,44,3.917869568
2658,0,7.616064581
2659,0,4.110865333
2660,44,1.336255656
2661,44,4.583545574
2662,70,6.789466728
2663,44,4.602140947
2664,0,2.363054008
2665,31,3.643629116
2666,0,6.383951832
2667,40,4.159864497
2668,0,3.767920427
2669,40,2.845952872
2670,19,0.780867323
2671,0,6.505910055
2672,0,2.69104366
2673,70,8.066582003
2674,44,4.582399874
2675,70,7.538201904
2676,40,5.687238975
2677,0,5.278724854
2678,15,2.223415006
2679,44,6.267177334
2680,0,5.425242335
2681,58,3.784444714
2682,44,3.298862239
2683,40,4.380261013
2684,58,1.870463457
2685,92,3.320105445
2686,92,2.732177539
2687,0,6.212873103
2688,58,3.884985816
2689,0,2.356194043
2690,0,6.000038233
2691,58,3.261907662
2692,58,5.504485024
2693,58,1.310053192
2694,92,2.465634748
2695,0,5.356368117
2696,44,6.322915664
2697,92,2.500179509
2698,31,4.015707656
2699,0,3.80800828
2700,0,3.291749982
2701,31,4.641721186
2702,5,2.693839048
2703,70,3.676385644
2704,58,3.495517696
2705,0,0.725671221
2706,2,1.372587013
2707,97,3.82209173
2708,31,2.851882531
2709,58,1.897430673
2710,19,3.530871028
2711,0,0.654455739
2712,44,6.091113989
2713,40,5.147328204
2714,31,4.763690563
2715,70,3.449087144
2716,0,2.983511566
2717,44,4.715959816
2718,5,1.116756894
2719,70,2.959746747
2720,71,1.064258107
2721,44,2.772213197
2722,40,2.160251197
2723,44,7.012117893
2724,44,5.388952588
2725,39,2.68022973
2726,0,3.939342719
2727,0,5.39350655
2728,5,2.612945063
2729,0,3.396221404
2730,0,0.80965888
2731,0,5.410178969
2732,44,5.413235233
2733,40,7.00319092
2734,2,0.749993708
2735,58,2.547060541
2736,40,2.486062423
2737,2,0.802353624
2738,40,3.46962675
2739,97,3.85612735
2740,19,2.693352787
2741,0,3.789013199
2742,19,3.384385961
2743,39,3.165695443
2744,0,0.154252673
2745,58,1.967225873
2746,31,5.160542027
2747,31,4.1133769
2748,40,2.780282016
2749,2,4.295694203
2750,40,1.712501208
2751,70,3.937316198
2752,58,6.514010498
2753,44,4.967601797
2754,44,5.246005508
2755,19,3.749387283
2756,0,6.158335366
2757,92,1.069619018
2758,40,7.703036361
2759,92,1.8479237
2760,19,4.550553518
2761,58,4.143792767
2762,97,3.4583928
2763,31,1.903311784
2764,19,2.470433032
2765,70,7.959381809
2766,0,2.586916901
2767,71,1.25335035
2768,19,7.528031114
2769,31,3.906816148
2770,70,7.862066411
2771,44,5.100389855
2772,92,1.475820925
2773,0,8.676101168
2774,70,5.765368812
2775,44,3.731227119
2776,0,1.680615491
2777,40,3.177387777
2778,40,8.432159678
2779,40,6.044592499
2780,0,5.253787727
2781,0,0.64233336
2782,0,0.467314264
2783,44,6.583050907
2784,0,4.83671326
2785,19,1.46407636
2786,70,1.372980324
2787,0,6.570758462
2788,19,5.753213268
2789,44,2.492460492
2790,44,3.309534871
2791,58,5.066582425
2792,40,3.560175653
2793,44,4.670861765
2794,39,1.290716866
2795,40,3.351393715
2796,39,3.131279143
2797,0,5.270211378
2798,58,3.636163913
2799,70,2.602423023
2800,0,4.568095398
2801,19,1.475376834
2802,58,5.744493836
2803,2,4.33488139
2804,0,1.205054337
2805,58,3.556436751
2806,19,2.174872652
2807,92,1.438274679
2808,0,4.801265121
2809,70,2.188891754
2810,58,3.091121585
2811,0,1.812688992
2812,40,3.29187479
2813,58,3.168580249
2814,70,1.056228597
2815,58,2.537361566
2816,58,5.949621575
2817,92,3.093829294
2818,40,3.162270303
2819,58,3.713679524
2820,58,3.157963263
2821,19,3.63642464
2822,2,1.235281332
2823,44,4.095725297
2824,0,5.383503582
2825,44,5.707364808
2826,92,1.407665216
2827,70,8.040042601
2828,58,4.783562363
2829,97,2.509651792
2830,97,0.405828133
2831,70,3.158081119
2832,40,3.559063219
2833,97,1.332594426
2834,92,1.704773336
2835,19,4.349046345
2836,70,0.434301226
2837,19,1.664434332
2838,58,1.646135781
2839,15,3.131921379
2840,44,4.17224942
2841,19,2.160174662
2842,40,6.197596172
2843,44,6.180224873
2844,58,2.431415012
2845,70,1.497240103
2846,92,1.931262775
2847,70,1.353005516
2848,0,4.217123693
2849,0,2.957756768
2850,15,1.936763885
2851,2,1.83594544
2852,19,1.617138036
2853,44,4.625089549
2854,40,2.143303449
2855,58,4.505123033
2856,19,2.735851451
2857,0,0.504254898
2858,31,2.189175849
2859,40,1.669184621
2860,40,2.124957413
2861,0,5.595949723
2862,2,2.047605891
2863,70,2.081815731
2864,71,1.015633568
2865,58,4.9497969
2866,58,5.874782222
2867,44,2.210746442
2868,0,4.260959101
2869,5,3.577453789
2870,44,6.095450609
2871,40,3.044285338
2872,15,3.684334145
2873,40,7.598514926
2874,44,5.081779292
2875,0,3.974912721
2876,97,5.17959088
2877,44,4.119067529
2878,2,1.627288237
2879,0,5.902471128
2880,0,8.954414019
2881,40,1.737494744
2882,0,5.782179183
2883,44,3.072623054
2884,44,0.557054603
2885,58,4.622341177
2886,44,3.320470171
2887,40,3.401022557
2888,44,1.893884698
2889,70,1.434058801
2890,44,3.48623806
2891,0,5.424102505
2892,2,1.132758798
2893,31,4.117579295
2894,40,2.888905689
2895,40,5.578553299
2896,58,6.011992459
2897,5,2.236433919
2898,44,5.491717879
2899,70,2.758004685
2900,44,0.860549766
2901,19,6.176621141
2902,31,5.401863702
2903,44,3.434598202
2904,44,1.819403728
2905,70,3.682368636
2906,0,4.669546168
2907,0,0.874252335
2908,0,4.83774197
2909,44,2.122507344
2910,58,5.44350055
2911,70,1.154761369
2912,0,7.587316847
2913,0,6.000012137
2914,44,3.258692534
2915,44,3.660618385
2916,0,5.810272566
2917,44,5.562872417
2918,40,3.140890212
2919,0,5.475840894
2920,58,4.584665867
2921,40,3.519254593
2922,19,4.188544371
2923,0,4.742963689
2924,71,1.340864787
2925,44,7.968706655
2926,40,0.932544495
2927,40,2.698675014
2928,0,3.757952171
2929,58,7.549005066
2930,58,3.577857441
2931,92,1.31875502
2932,58,5.983608717
2933,40,3.815370725
2934,40,2.808327889
2935,40,2.675993418
2936,44,6.165063536
2937,58,5.72036237
2938,58,3.37712744
2939,70,2.388838002
2940,0,6.203356339
2941,0,6.764440612
2942,0,4.362584905
2943,58,1.383597271
2944,92,1.666475448
2945,31,3.670655875
2946,44,1.681337535
2947,19,2.223013969
2948,70,8.121968309
2949,0,2.587274732
2950,19,4.178889457
2951,71,2.905006693
2952,31,5.568119786
2953,31,2.839637747
2954,5,2.37858244
2955,97,3.250590975
2956,70,7.065663377
2957,92,2.966086772
2958,44,4.44879115
2959,0,4.497775562
2960,40,3.182366893
2961,58,1.405951542
2962,31,6.288115708
2963,2,0.124453615
2964,31,1.921398968
2965,92,1.253832065
2966,0,7.148148045
2967,31,7.075822568
2968,0,2.061062105
2969,44,6.77229649
2970,19,1.661348563
2971,0,4.138577696
2972,92,1.950867577
2973,19,3.34944102
2974,19,1.139465465
2975,97,1.998747201
2976,40,4.799905182
2977,15,3.453082588
2978,40,3.018440227
2979,19,2.650122507
2980,0,0.482955927
2981,0,2.229303561
2982,58,4.712269581
2983,44,3.149016738
2984,40,1.484094223
2985,70,3.172668633
2986,0,5.803649911
2987,40,3.923617788
2988,44,4.237271272
2989,40,1.730203269
2990,71,1.420090572
2991,0,5.183979435
2992,40,2.373492593
2993,40,3.209164639
2994,58,2.738643348
2995,44,3.561500261
2996,40,3.374472348
2997,70,1.869740257
2998,40,5.711853928
2999,58,4.504689195
3000,19,1.464972563
3001,44,5.389132163
3002,92,3.747858148
3003,19,6.878016128
3004,0,3.938638432
3005,92,3.571132609
3006,92,0.890834866
3007,58,3.515505674
3008,0,6.429843284
3009,40,4.050072621
3010,70,1.985418576
3011,44,5.015150058
3012,31,3.653215282
3013,19,1.574830064
3014,2,2.61193848
3015,40,3.373830333
3016,31,3.068184461
3017,0,5.511834657
3018,44,5.985499467
3019,44,2.725471927
3020,31,5.402040656
3021,70,8.259097317
3022,5,0.884809239
3023,58,5.181014236
3024,31,5.548019809
3025,40,3.084053849
3026,58,2.035117137
3027,44,3.70864411
3028,44,0.091072365
3029,44,3.978121446
3030,19,0.545634385
3031,97,6.443886619
3032,39,1.272240936
3033,40,5.198309389
3034,40,1.586824499
3035,58,4.127118103
3036,0,4.080651692
3037,70,3.697430699
3038,0,3.265758061
3039,71,3.452485287
3040,40,4.587453156
3041,44,2.138173988
3042,58,4.308529393
3043,2,5.514182641
3044,0,6.552973394
3045,97,6.00931853
3046,58,4.170635148
3047,40,7.725896851
3048,44,1.530067557
3049,44,1.537603251
3050,70,2.759815429
3051,40,2.552295551
3052,31,2.554232492
3053,44,5.838458082
3054,31,5.161246631
3055,40,7.410113413
3056,0,4.607121041
3057,58,4.452164307
3058,58,5.868345002
3059,44,6.197177097
3060,44,6.883372092
3061,39,3.038384498
3062,44,6.739117674
3063,2,1.304973227
3064,31,5.976486572
3065,19,2.564125061
3066,58,1.149780504
3067,0,5.113369157
3068,44,1.269379496
3069,19,1.514781674
3070,0,2.048477704
3071,44,7.828802933
3072,0,6.066883016
3073,44,4.356465609
3074,40,3.522567067
3075,92,3.029270853
3076,0,7.419809075
3077,40,6.368034845
3078,0,4.14256016
3079,58,5.277395749
3080,40,2.343579111
3081,58,4.103245839
3082,19,1.320283001
3083,5,2.587625827
3084,70,0.9273356
3085,0,8.160014102
3086,97,6.282767145
3087,58,4.667293639
3088,44,3.530482176
3089,0,2.837113059
3090,19,0.892252264
3091,40,4.0493712
3092,44,5.10806868
3093,15,2.648084674
3094,0,5.918957491
3095,44,4.12096502
3096,44,6.070881672
3097,0,8.699372817
3098,97,4.540383328
3099,19,1.931017789
3100,19,2.923168115
3101,40,3.216890059
3102,31,3.033652485
3103,71,2.892134711
3104,40,1.530091865
3105,19,1.129588868
3106,0,6.782955193
3107,0,0.955725091
3108,92,1.853320092
3109,44,3.858738044
3110,31,2.680943046
3111,44,1.047223589
3112,19,3.360282116
3113,70,2.502721256
3114,0,5.70808742
3115,44,7.211083441
3116,44,4.386155974
3117,70,5.216034349
3118,0,1.188288339
3119,44,4.803522771
3120,0,4.152754055
3121,92,2.807536508
3122,0,5.496666025
3123,2,4.05247795
3124,19,2.672736681
3125,70,2.489286882
3126,40,3.055367455
3127,70,2.862804731
3128,58,5.600544539
3129,40,7.16682371
3130,97,5.181888225
3131,40,3.106071129
3132,58,6.611971791
3133,58,6.806059118
3134,2,1.308708408
3135,40,7.312308092
3136,0,4.829194241
3137,44,0.9851463
3138,44,1.955476701
3139,2,3.613969435
3140,44,3.762849192
3141,44,2.18514153
3142,44,4.503219574
3143,44,5.586843373
3144,70,5.093537124
3145,44,3.851962915
3146,31,4.030910272
3147,44,8.304968479
3148,19,3.598175786
3149,44,2.30115908
3150,0,6.483013009
3151,5,2.201007582
3152,40,3.274024517
3153,44,3.54754965
3154,92,3.447408094
3155,44,4.501476516
3156,40,2.20007157
3157,58,5.654343358
3158,0,8.382181906
3159,0,4.316010526
3160,44,2.482000713
3161,58,5.715063071
3162,19,2.183319223
3163,58,2.17458432
3164,0,8.162713498
3165,44,2.343376338
3166,19,1.653116905
3167,2,2.192617699
3168,40,4.511172521
3169,44,5.760971943
3170,31,6.577102649
3171,0,2.103188882
3172,44,4.607951999
3173,40,1.906309676
3174,19,1.331294691
3175,58,6.38660982
3176,0,4.510993724
3177,2,1.276571302
3178,5,1.208605638
3179,0,4.676252951
3180,0,3.447459333
3181,19,3.548835273
3182,40,1.688307099
3183,0,5.677354515
3184,40,2.023765178
3185,0,2.013243546
3186,58,4.899767434
3187,58,4.555883186
3188,70,3.282138743
3189,70,6.066659725
3190,97,4.975190783
3191,44,3.495106449
3192,44,6.699165905
3193,44,2.602533674
3194,0,6.954389829
3195,15,3.26206725
3196,71,1.193408734
3197,58,5.921306052
3198,58,3.443491636
3199,0,4.386513124
3200,19,3.48077972
3201,40,6.743546535
3202,0,8.066906071
3203,58,1.081239916
3204,40,4.967940583
3205,19,2.829193975
3206,58,3.643567742
3207,70,6.855361723
3208,58,5.026864624
3209,19,0.690926609
3210,0,2.716627404
3211,97,4.585305395
3212,40,2.007826753
3213,58,4.235322321
3214,19,1.96911157
3215,0,2.993625694
3216,40,2.335131376
3217,0,2.193408728
3218,0,1.780220626
3219,19,2.78896312
3220,58,5.360856823
3221,58,2.948609171
3222,40,2.629015557
3223,97,1.992081386
3224,0,0.596007781
3225,71,1.328401444
3226,19,1.969179898
3227,40,0.525377426
3228,2,3.164782971
3229,0,5.918147869
3230,0,7.219028884
3231,15,1.972297285
3232,19,0.333617264
3233,40,1.446907285
3234,58,5.129848798
3235,0,4.101409163
3236,15,2.60765775
3237,19,4.779958516
3238,44,1.54231581
3239,40,5.727348114
3240,31,5.061550336
3241,2,2.050098384
3242,40,3.196886077
3243,58,4.342494417
3244,40,2.292475151
3245,0,0.407456385
3246,97,6.07175811
3247,58,2.58453933
3248,19,1.803402987
3249,92,2.167358367
3250,40,2.463344208
3251,44,3.043354725
3252,92,3.636402413
3253,70,8.081300969
3254,40,1.748836998
3255,40,2.539872634
3256,40,0.366666028
3257,44,3.955513121
3258,44,4.978012734
3259,58,1.479045602
3260,19,1.245697119
3261,58,3.178335022
3262,0,3.573963376
3263,44,4.306519081
3264,97,3.194536131
3265,0,6.513529652
3266,0,4.510155769
3267,44,3.150657486
3268,92,3.862496001
3269,19,0.245256657
3270,31,2.169487768
3271,0,5.088788772
3272,58,5.41719312
3273,19,4.556978694
3274,40,1.042509055
3275,19,0.845903279
3276,0,1.616457058
3277,92,2.61275859
3278,58,3.341333602
3279,58,2.58142151
3280,40,4.91181985
3281,58,5.143294111
3282,58,6.026280061
3283,97,2.38336244
3284,39,1.418375513
3285,44,3.151487924
3286,0,5.909341241
3287,19,2.441487832
3288,44,4.532863192
3289,44,1.726803137
3290,44,3.774602116
3291,70,5.038179131
3292,40,3.63089871
3293,19,3.246309229
3294,44,2.90630709
3295,0,5.654067412
3296,40,3.859858501
3297,31,4.626537743
3298,2,0.853537133
3299,0,4.033771548
3300,44,7.473643426
3301,19,1.279395778
3302,44,3.191307113
3303,0,5.358623395
3304,31,6.201090096
3305,71,0.999525937
3306,92,1.090970247
3307,70,5.091507916
3308,70,1.576247811
3309,58,2.444839995
3310,39,3.113659425
3311,0,6.071712126
3312,15,1.127477686
3313,40,5.733405134
3314,40,0.678393278
3315,15,1.304737969
3316,97,1.782151485
3317,31,5.346475786
3318,70,1.114122264
3319,0,2.703786017
3320,0,1.992874753
3321,58,5.700589111
3322,19,2.691035447
3323,40,7.974947355
3324,71,1.305004329
3325,40,3.54972938
3326,2,0.057278146
3327,19,2.174614584
3328,97,0.57545328
3329,97,3.868186481
3330,0,6.455982778
3331,58,4.966937472
3332,58,3.657139983
3333,97,3.39817053
3334,0,5.18152806
3335,58,5.097006384
3336,31,1.72886961
3337,40,4.464074445
3338,58,5.128507215
3339,0,3.874052397
3340,92,2.222750144
3341,0,5.664871265
3342,31,3.776982876
3343,0,3.693513532
3344,0,3.147253493
3345,0,2.819239662
3346,70,2.501584478
3347,58,5.713909278
3348,2,1.402719856
3349,31,3.045036516
3350,40,3.62225866
3351,19,1.28898282
3352,40,3.62142525
3353,40,1.18758981
3354,44,4.143117564
3355,19,2.337177619
3356,40,3.259772057
3357,44,2.143940707
3358,58,4.693274788
3359,0,5.118023282
3360,44,4.122580256
3361,0,3.914325032
3362,0,3.778873657
3363,0,5.221647185
3364,70,2.63728118
3365,19,4.373592776
3366,44,2.03315617
3367,31,6.257288167
3368,0,1.8811699
3369,58,2.971093656
3370,31,1.812026935
3371,0,2.798557132
3372,44,3.906468174
3373,0,5.341781092
3374,44,6.417816033
3375,0,5.625055658
3376,58,4.645814845
3377,44,7.276730709
3378,97,3.415392692
3379,58,5.983057396
3380,31,4.163047603
3381,97,5.473603282
3382,44,1.619598586
3383,0,4.566716334
3384,2,2.404091056
3385,40,6.63625051
3386,44,4.889145941
3387,58,5.681007645
3388,0,6.223423229
3389,40,2.780177596
3390,0,4.710797847
3391,44,4.51390503
3392,19,2.681352078
3393,0,4.076030104
3394,40,1.635444914
3395,31,4.370267605
3396,44,1.107416779
3397,92,1.318201451
3398,0,5.420600863
3399,70,2.04899461
3400,70,2.421585783
3401,0,3.236685412
3402,58,4.920567252
3403,39,1.394166144
3404,0,5.791927323
3405,40,2.568303672
3406,31,2.719934501
3407,31,3.679650766
3408,40,2.520765789
3409,0,2.668017529
3410,2,1.305035571
3411,58,1.03799438
3412,0,6.056619467
3413,0,4.272295018
3414,44,6.005508983
3415,19,7.349004037
3416,44,4.421752129
3417,40,6.522142621
3418,70,8.678721413
3419,44,1.70473222
3420,44,2.556025278
3421,31,2.280061844
3422,2,1.947133253
3423,40,3.306401975
3424,40,1.90918333
3425,19,1.585719936
3426,40,0.346791621
3427,19,2.285076978
3428,40,3.892546308
3429,58,5.618084886
3430,0,6.017309223
3431,19,0.363699273
3432,19,5.224835953
3433,44,2.439664304
3434,0,1.799297329
3435,40,3.18210218
3436,97,6.2140788
3437,97,6.22690202
3438,44,2.389972338
3439,15,2.027216756
3440,5,1.834604602
3441,0,2.959617859
3442,44,6.156890787
3443,44,4.699293616
3444,70,0.230960499
3445,44,4.754867136
3446,0,4.882161791
3447,44,3.781048306
3448,44,3.663373005
3449,5,0.834936174
3450,0,5.46431085
3451,40,2.517993333
3452,0,0.822686979
3453,0,3.171467007
3454,0,5.670327622
3455,0,3.849224254
3456,97,4.326594026
3457,0,2.421094633
3458,40,2.197414496
3459,97,3.404314539
3460,0,0.781609641
3461,44,4.24329984
3462,19,4.910423168
3463,44,0.591619988
3464,58,6.060157636
3465,44,2.673128705
3466,2,1.9206265
3467,58,3.224258502
3468,19,1.365642436
3469,44,4.297747456
3470,40,3.756040722
3471,0,5.500281807
3472,15,1.942638354
3473,0,5.976250585
3474,40,2.082162188
3475,58,5.400495951
3476,39,2.278875032
3477,0,5.880722659
3478,97,5.217222501
3479,44,0.466189794
3480,58,3.238871841
3481,92,2.303193013
3482,40,3.539948521
3483,58,4.518337449
3484,2,1.053725623
3485,0,3.222892557
3486,58,2.818045347
3487,97,3.763048472
3488,2,0.898539388
3489,58,5.399179432
3490,31,5.058299801
3491,40,7.650081006
3492,19,1.35199619
3493,97,5.441115265
3494,2,1.029996873
3495,40,6.206419252
3496,0,7.860829
3497,70,2.469841154
3498,40,1.917526385
3499,44,1.725649189
3500,19,1.944842015
3501,58,2.718791857
3502,58,4.942299813
3503,19,0.867811986
3504,0,1.901029892
3505,19,4.287702516
3506,19,0.748613265
3507,70,2.102282021
3508,44,1.970701141
3509,19,0.534342235
3510,40,5.52622842
3511,19,0.958672778
3512,0,4.628723891
3513,2,1.255018291
3514,40,3.096736968
3515,70,2.897502318
3516,40,0.885794058
3517,0,5.303882151
3518,40,0.416109942
3519,44,3.184439137
3520,70,4.246766925
3521,97,2.245112602
3522,40,1.991556019
3523,0,1.440831881
3524,97,5.4564429
3525,40,1.644308943
3526,71,2.561377861
3527,19,1.727836964
3528,44,3.124596169
3529,19,3.853049542
3530,71,1.154882309
3531,0,7.793379104
3532,44,4.08650354
3533,97,5.520968143
3534,44,5.753179266
3535,40,2.024304896
3536,70,2.524523912
3537,40,2.046455863
3538,70,1.784295848
3539,19,2.371855628
3540,70,7.39119193
3541,0,4.278048882
3542,70,7.932866746
3543,44,2.041587105
3544,58,4.757199702
3545,58,3.950171424
3546,44,4.63501222
3547,44,2.091077333
3548,19,2.112408681
3549,2,1.936334618
3550,0,4.435745172
3551,44,2.313889738
3552,40,5.52876107
3553,44,1.551230126
3554,39,1.687782891
3555,0,5.550561732
3556,40,6.557276208
3557,97,5.328553314
3558,44,5.893988532
3559,97,0.719366253
3560,40,2.902895311
3561,0,5.293134698
3562,44,5.857819276
3563,44,6.025857904
3564,19,3.075241178
3565,40,1.020276949
3566,44,4.18984996
3567,70,2.606453517
3568,19,2.019804553
3569,19,3.154622392
3570,40,5.487248038
3571,44,3.549466744
3572,92,3.21822227
3573,31,5.550215227
3574,44,4.425518942
3575,0,1.530717084
3576,40,0.766955226
3577,40,2.98491669
3578,44,5.073240982
3579,44,4.619338274
3580,0,2.231927452
3581,44,6.13984483
3582,19,2.088417263
3583,44,4.630245412
3584,19,1.418156099
3585,44,4.829098165
3586,31,3.566851291
3587,71,2.283534375
3588,19,4.195108753
3589,58,5.189110104
3590,0,1.785046754
3591,40,1.956970668
3592,44,3.365100353
3593,44,3.20492889
3594,70,3.503517786
3595,2,4.215837801
3596,19,2.219146062
3597,44,1.99060907
3598,19,5.530387687
3599,70,1.081637473
3600,40,2.187830008
3601,97,4.12686489
3602,31,3.100421113
3603,0,5.269658857
3604,0,4.385522132
3605,70,5.865133715
3606,19,5.384369435
3607,19,2.121710168
3608,0,4.117209828
3609,71,1.791910583
3610,31,6.205101049
3611,31,5.580594426
3612,0,5.581077125
3613,40,3.447531506
3614,0,6.155153856
3615,31,4.548980176
3616,44,1.418802117
3617,44,4.923320889
3618,44,5.894216729
3619,0,5.279776155
3620,92,1.549072003
3621,44,3.407924473
3622,97,1.388693024
3623,31,3.758899295
3624,19,7.44321272
3625,0,4.304451971
3626,70,7.225807575
3627,0,4.077798885
3628,0,1.19962019
3629,0,7.485359515
3630,31,2.887260444
3631,44,4.226926151
3632,40,1.102834118
3633,58,4.331283641
3634,5,1.733868749
3635,0,6.28838518
3636,70,8.230594089
3637,19,0.927892862
3638,19,3.359043554
3639,0,0.233353572
3640,58,4.500678812
3641,71,1.190786548
3642,44,4.904745193
3643,44,7.924072469
3644,44,5.680466862
3645,40,2.548446623
3646,71,2.344023777
3647,44,7.722003693
3648,31,2.966490999
3649,58,5.328893125
3650,40,7.209327087
3651,58,5.960291386
3652,19,1.140096175
3653,44,6.949666788
3654,0,4.860418465
3655,0,7.979850095
3656,39,1.466975933
3657,19,2.285727536
3658,19,6.050809119
3659,0,6.786198813
3660,40,3.603097928
3661,40,7.666288403
3662,97,1.148874725
3663,58,4.582004002
3664,92,1.863233426
3665,0,5.355963693
3666,92,2.499215497
3667,19,1.919080994
3668,0,4.368886934
3669,31,4.520773546
3670,19,4.640978438
3671,58,4.690573327
3672,0,2.931074881
3673,70,6.785563465
3674,0,5.826369555
3675,70,2.842109469
3676,44,5.233287819
3677,0,4.713260978
3678,0,6.030286281
3679,19,7.904671446
3680,92,2.991263058
3681,0,7.412879724
3682,40,5.586976581
3683,58,2.017924371
3684,19,5.513858101
3685,44,5.488333028
3686,0,5.830950757
3687,2,2.493197117
3688,92,2.94230509
3689,40,8.817415897
3690,19,1.758332886
3691,19,1.725549641
3692,19,0.670429586
3693,97,2.60295132
3694,0,5.719624926
3695,40,3.235900074
3696,5,1.59429836
3697,0,5.173678577
3698,70,2.995395362
3699,2,2.172683223
3700,0,4.808839738
3701,70,2.681135701
3702,58,6.328226705
3703,31,3.919788418
3704,44,3.850004113
3705,58,6.029004321
3706,31,5.61820836
3707,44,1.289686673
3708,58,7.263555703
3709,31,4.359537713
3710,97,1.121199853
3711,70,1.95735407
3712,40,0.848187125
3713,19,1.982564559
3714,0,6.530765612
3715,40,3.276436887
3716,40,2.989186529
3717,44,5.600861684
3718,19,3.329391083
3719,70,4.290835767
3720,31,3.144526896
3721,44,0.701807723
3722,40,3.764655017
3723,40,7.182378743
3724,40,3.190010016
3725,0,3.281518166
3726,44,0.498443186
3727,44,3.047047741
3728,70,6.734400906
3729,70,0.311527373
3730,2,0.620114315
3731,40,2.627771209
3732,0,6.295857286
3733,0,6.470271549
3734,2,2.626089013
3735,44,1.274564335
3736,40,5.734790513
3737,44,7.108350679
3738,0,4.558059981
3739,44,1.921871802
3740,40,2.593790612
3741,44,4.939038916
3742,44,2.615896479
3743,58,3.056227681
3744,19,5.94061985
3745,0,5.964619372
3746,0,8.35309503
3747,70,2.222439791
3748,0,2.350930048
3749,40,3.144718959
3750,0,1.335122337
3751,44,3.991492861
3752,44,3.664594131
3753,58,4.674833115
3754,70,0.89379574
3755,92,2.236426647
3756,70,5.96879135
3757,31,2.588658689
3758,15,2.487834371
3759,44,5.757156535
3760,0,6.537819234
3761,0,4.245029165
3762,31,3.542401025
3763,97,1.300386186
3764,40,2.479053479
3765,39,3.43078825
3766,0,6.122509441
3767,39,2.527911853
3768,0,7.134326206
3769,0,0.760728625
3770,58,3.66724186
3771,0,4.892332648
3772,19,2.499615311
3773,40,2.189886785
3774,0,4.823718731
3775,31,1.53087751
3776,58,2.342567994
3777,58,5.043905017
3778,0,5.018154996
3779,44,2.797498507
3780,40,8.762606924
3781,58,3.928468385
3782,44,7.153974986
3783,58,4.719504872
3784,0,3.751284434
3785,44,1.420045155
3786,40,5.390184318
3787,0,4.260358155
3788,31,2.636782766
3789,92,1.258841375
3790,31,5.085267169
3791,5,1.903627096
3792,92,2.388617132
3793,44,2.853751654
3794,5,3.63285576
3795,44,3.259467584
3796,0,1.060379952
3797,0,7.290986436
3798,44,5.175035303
3799,19,2.109228568
3800,0,2.765165102
3801,92,3.312238527
3802,44,7.401582587
3803,0,1.48741881
3804,92,1.034109548
3805,0,3.288795811
3806,40,2.429812155
3807,19,0.672617548
3808,31,5.210168855
3809,58,4.698543621
3810,92,1.097741143
3811,0,3.825569727
3812,44,2.514624667
3813,0,4.933870057
3814,40,3.460049007
3815,44,3.483959635
3816,0,6.009006526
3817,19,1.49362206
3818,70,1.639945525
3819,19,1.321598007
3820,19,2.566472912
3821,0,4.672384424
3822,44,2.731590193
3823,31,2.151866111
3824,58,3.078163351
3825,0,4.40742077
3826,19,5.515241722
3827,44,0.884498318
3828,40,5.622230704
3829,0,2.956892386
3830,31,7.042704248
3831,40,0.145013145
3832,44,3.673373893
3833,40,2.243429399
3834,40,2.978528439
3835,44,4.225077975
3836,97,4.893128963
3837,0,5.937992346
3838,19,3.57153031
3839,0,2.734678351
3840,19,2.163438356
3841,40,4.197581194
3842,92,3.05561416
3843,92,3.077368702
3844,40,1.597011619
3845,19,2.699755393
3846,15,2.782668853
3847,0,3.971692317
3848,97,4.785773502
3849,44,0.930283468
3850,0,5.392992988
3851,31,3.128009153
3852,70,8.080095486
3853,0,2.50288371
3854,71,2.295511352
3855,70,2.389557489
3856,58,3.975569924
3857,40,3.686129985
3858,0,1.058002302
3859,92,2.926824163
3860,2,3.376193252
3861,2,1.460567046
3862,5,0.746053873
3863,40,0.66623808
3864,70,1.115839342
3865,44,1.007054472
3866,58,6.371384973
3867,40,5.665793803
3868,19,1.359566071
3869,0,2.581764943
3870,58,3.782670089
3871,0,5.471446241
3872,40,3.918509249
3873,2,4.030284851
3874,31,7.369098197
3875,0,6.754736171
3876,58,2.816341165
3877,31,6.463679932
3878,31,3.817001739
3879,0,0.672556107
3880,58,2.60208418
3881,40,0.753580754
3882,58,4.515154907
3883,0,3.471116146
3884,19,3.527995547
3885,58,3.904884743
3886,0,2.938143832
3887,19,1.510271071
3888,39,1.739178594
3889,0,6.807880395
3890,40,2.849994666
3891,0,7.79328271
3892,92,2.222135369
3893,58,7.843171168
3894,70,2.596023258
