Performance
175.5741235
175.2534848
173.951569
180.1140378
174.2729979
177.0266077
177.5585854
172.0607138
177.7448875
176.9717301
178.5620038
177.1853843
164.4452455
159.9790922
162.3503129
166.361798
175.5813485
170.1583071
175.940455
175.3933172
170.2077635
175.2560758
163.9490673
161.3573164
163.8048354
180.1468979
156.1200355
164.5654949
167.3420143
160.6212421
159.7763832
158.4023533
153.7483328
161.4118418
158.7054505
158.009286
161.5285105
158.1657302
161.9741356
163.0597607
161.7342375
161.1627052
160.4229353
161.444511
161.3533353
160.4853539
156.0022787
157.705348
157.4384143
158.4053197
